Den,Hodina,Marginální cena ČR (Kč/MWh)
2017-01-17,1,1186.989
2017-01-17,2,1188.88
2017-01-17,3,1088.906
2017-01-17,4,1068.911
2017-01-17,5,1087.555
2017-01-17,6,1155.916
2017-01-17,7,1978.404
2017-01-17,8,2920.862
2017-01-17,9,3379.662
2017-01-17,10,3242.13
2017-01-17,11,3077.578
2017-01-17,12,3061.366
2017-01-17,13,2921.673
2017-01-17,14,2922.483
2017-01-17,15,2904.11
2017-01-17,16,2972.2
2017-01-17,17,3091.088
2017-01-17,18,3614.736
2017-01-17,19,3377.5
2017-01-17,20,3147.83
2017-01-17,21,2566.63
2017-01-17,22,1999.75
2017-01-17,23,1463.133
2017-01-17,24,1031.353
2017-01-18,1,1040.27
2017-01-18,2,1039.459
2017-01-18,3,945.7
2017-01-18,4,921.382
2017-01-18,5,962.452
2017-01-18,6,1053.78
2017-01-18,7,1572.024
2017-01-18,8,2854.663
2017-01-18,9,3117.568
2017-01-18,10,3158.638
2017-01-18,11,2939.776
2017-01-18,12,2888.438
2017-01-18,13,2702.0
2017-01-18,14,2672.818
2017-01-18,15,2632.018
2017-01-18,16,2756.04
2017-01-18,17,2945.18
2017-01-18,18,3499.09
2017-01-18,19,3518.004
2017-01-18,20,3137.022
2017-01-18,21,2258.061
2017-01-18,22,1448.272
2017-01-18,23,1216.17
2017-01-18,24,972.72
2017-01-19,1,1069.992
2017-01-19,2,1045.674
2017-01-19,3,986.23
2017-01-19,4,951.104
2017-01-19,5,978.124
2017-01-19,6,1044.593
2017-01-19,7,1494.206
2017-01-19,8,2491.244
2017-01-19,9,2687.409
2017-01-19,10,2531.504
2017-01-19,11,2434.502
2017-01-19,12,2472.33
2017-01-19,13,2395.053
2017-01-19,14,2405.05
2017-01-19,15,2368.843
2017-01-19,16,2518.264
2017-01-19,17,2623.642
2017-01-19,18,3107.3
2017-01-19,19,2972.2
2017-01-19,20,2702.0
2017-01-19,21,2226.448
2017-01-19,22,1550.948
2017-01-19,23,1336.409
2017-01-19,24,1164.832
2017-01-20,1,1058.373
2017-01-20,2,1035.677
2017-01-20,3,991.634
2017-01-20,4,971.099
2017-01-20,5,1011.088
2017-01-20,6,1065.399
2017-01-20,7,1487.451
2017-01-20,8,2416.669
2017-01-20,9,2546.905
2017-01-20,10,2393.702
2017-01-20,11,2284.541
2017-01-20,12,2161.6
2017-01-20,13,2175.921
2017-01-20,14,2088.376
2017-01-20,15,2019.745
2017-01-20,16,2053.52
2017-01-20,17,2148.09
2017-01-20,18,2573.385
2017-01-20,19,2566.9
2017-01-20,20,2254.008
