Den,Hodina,Marginální cena ČR (Kč/MWh)
04.01.2012,4,168.761
04.01.2012,5,184.735
04.01.2012,6,373.335
04.01.2012,7,957.427
04.01.2012,8,1056.365
04.01.2012,9,1086.252
04.01.2012,10,1185.705
04.01.2012,11,1147.831
04.01.2012,12,1159.425
04.01.2012,13,1133.66
04.01.2012,14,1120.778
04.01.2012,15,1087.283
04.01.2012,16,1108.153
04.01.2012,17,1198.33
04.01.2012,18,1236.72
04.01.2012,19,1213.789
04.01.2012,20,1146.8
04.01.2012,21,1133.66
04.01.2012,22,940.423
04.01.2012,23,901.775
04.01.2012,24,569.407
05.01.2012,1,251.327
05.01.2012,2,25.91
05.01.2012,3,0.259
05.01.2012,4,0.259
05.01.2012,5,2.591
05.01.2012,6,103.64
05.01.2012,7,572.611
05.01.2012,8,892.081
05.01.2012,9,1010.49
05.01.2012,10,1112.057
05.01.2012,11,1010.49
05.01.2012,12,1165.95
05.01.2012,13,1165.95
05.01.2012,14,1165.95
05.01.2012,15,1099.88
05.01.2012,16,1069.565
05.01.2012,17,1115.425
05.01.2012,18,1329.701
05.01.2012,19,1331.774
05.01.2012,20,1215.438
05.01.2012,21,1075.265
05.01.2012,22,829.12
05.01.2012,23,803.21
05.01.2012,24,358.594
06.01.2012,1,258.5
06.01.2012,2,66.693
06.01.2012,3,0.259
06.01.2012,4,0.259
06.01.2012,5,0.259
06.01.2012,6,290.037
06.01.2012,7,652.196
06.01.2012,8,1051.061
06.01.2012,9,924.138
06.01.2012,10,1123.7
06.01.2012,11,1169.454
06.01.2012,12,1172.298
06.01.2012,13,1160.148
06.01.2012,14,1085.959
06.01.2012,15,1073.551
06.01.2012,16,1085.7
06.01.2012,17,1200.216
06.01.2012,18,1370.05
06.01.2012,19,1447.6
06.01.2012,20,1288.881
06.01.2012,21,1176.175
06.01.2012,22,1034.0
06.01.2012,23,878.9
06.01.2012,24,775.5
07.01.2012,1,803.935
07.01.2012,2,672.1
07.01.2012,3,536.388
07.01.2012,4,413.6
07.01.2012,5,383.356
07.01.2012,6,422.131
07.01.2012,7,474.865
07.01.2012,8,687.61
07.01.2012,9,838.833
07.01.2012,10,1003.239
07.01.2012,11,1059.85
07.01.2012,12,1096.04
07.01.2012,13,1100.952
07.01.2012,14,1019.783
07.01.2012,15,982.3
07.01.2012,16,804.452
07.01.2012,17,974.545
07.01.2012,18,1213.399
07.01.2012,19,1292.5
07.01.2012,20,1152.652
07.01.2012,21,936.287
07.01.2012,22,780.67
07.01.2012,23,878.9
07.01.2012,24,687.61
08.01.2012,1,493.735
08.01.2012,2,384.131
08.01.2012,3,234.977
08.01.2012,4,98.489
08.01.2012,5,98.489
08.01.2012,6,129.25
08.01.2012,7,39.034
08.01.2012,8,336.05
08.01.2012,9,439.967
08.01.2012,10,672.1
08.01.2012,11,855.635
08.01.2012,12,930.6
08.01.2012,13,926.981
08.01.2012,14,847.363
08.01.2012,15,801.35
08.01.2012,16,819.704
08.01.2012,17,1005.565
08.01.2012,18,1176.175
08.01.2012,19,1278.024
08.01.2012,20,1258.378
08.01.2012,21,1198.148
08.01.2012,22,1027.279
08.01.2012,23,887.172
08.01.2012,24,749.65
09.01.2012,1,819.11
09.01.2012,2,764.124
09.01.2012,3,697.005
09.01.2012,4,642.535
09.01.2012,5,681.774
09.01.2012,6,893.457
09.01.2012,7,1084.23
09.01.2012,8,1398.657
09.01.2012,9,1497.27
09.01.2012,10,1419.825
09.01.2012,11,1394.01
09.01.2012,12,1342.38
09.01.2012,13,1290.75
09.01.2012,14,1316.565
09.01.2012,15,1316.565
09.01.2012,16,1316.565
09.01.2012,17,1394.01
09.01.2012,18,1603.112
09.01.2012,19,1601.563
09.01.2012,20,1394.01
09.01.2012,21,1290.75
09.01.2012,22,1135.86
09.01.2012,23,1058.415
09.01.2012,24,946.636
10.01.2012,1,773.55
10.01.2012,2,660.612
10.01.2012,3,515.7
10.01.2012,4,515.7
10.01.2012,5,637.921
10.01.2012,6,825.12
10.01.2012,7,1039.393
10.01.2012,8,1443.96
10.01.2012,9,1411.729
10.01.2012,10,1392.39
10.01.2012,11,1289.25
10.01.2012,12,1213.184
10.01.2012,13,1263.465
10.01.2012,14,1315.035
10.01.2012,15,1289.25
10.01.2012,16,1298.533
10.01.2012,17,1439.834
10.01.2012,18,1605.374
10.01.2012,19,1650.24
10.01.2012,20,1479.285
10.01.2012,21,1338.499
10.01.2012,22,1139.955
10.01.2012,23,1066.725
10.01.2012,24,876.69
11.01.2012,1,930.06
11.01.2012,2,930.06
11.01.2012,3,852.555
11.01.2012,4,800.885
11.01.2012,5,834.212
11.01.2012,6,921.793
11.01.2012,7,1100.054
11.01.2012,8,1291.75
11.01.2012,9,1369.255
11.01.2012,10,1317.585
11.01.2012,11,1317.585
11.01.2012,12,1291.75
11.01.2012,13,1291.75
11.01.2012,14,1333.861
11.01.2012,15,1315.002
11.01.2012,16,1297.692
11.01.2012,17,1395.09
11.01.2012,18,1550.1
11.01.2012,19,1575.935
11.01.2012,20,1420.925
11.01.2012,21,1286.066
11.01.2012,22,1110.905
11.01.2012,23,1060.01
11.01.2012,24,938.327
12.01.2012,1,964.622
12.01.2012,2,814.979
12.01.2012,3,671.987
12.01.2012,4,658.685
12.01.2012,5,688.358
12.01.2012,6,744.122
12.01.2012,7,1031.386
12.01.2012,8,1200.469
12.01.2012,9,1286.418
12.01.2012,10,1230.654
12.01.2012,11,1127.822
12.01.2012,12,1132.682
12.01.2012,13,1100.196
12.01.2012,14,1125.52
12.01.2012,15,1112.73
12.01.2012,16,1151.1
12.01.2012,17,1188.703
12.01.2012,18,1349.345
12.01.2012,19,1406.9
12.01.2012,20,1299.208
12.01.2012,21,1176.68
12.01.2012,22,1056.198
12.01.2012,23,994.039
12.01.2012,24,844.14
13.01.2012,1,820.44
13.01.2012,2,706.723
13.01.2012,3,674.923
13.01.2012,4,636.0
13.01.2012,5,706.214
13.01.2012,6,817.896
13.01.2012,7,1159.046
13.01.2012,8,1373.76
13.01.2012,9,1389.533
13.01.2012,10,1325.17
13.01.2012,11,1329.24
13.01.2012,12,1261.061
13.01.2012,13,1211.962
13.01.2012,14,1200.514
13.01.2012,15,1195.68
13.01.2012,16,1207.382
13.01.2012,17,1293.115
13.01.2012,18,1538.611
13.01.2012,19,1468.906
13.01.2012,20,1261.824
13.01.2012,21,1299.221
13.01.2012,22,1208.4
13.01.2012,23,1144.8
13.01.2012,24,994.704
14.01.2012,1,837.739
14.01.2012,2,775.92
14.01.2012,3,775.92
14.01.2012,4,711.048
14.01.2012,5,727.838
14.01.2012,6,756.077
14.01.2012,7,814.08
14.01.2012,8,938.482
14.01.2012,9,1017.6
14.01.2012,10,1043.04
14.01.2012,11,1156.248
14.01.2012,12,1119.36
14.01.2012,13,1119.36
14.01.2012,14,1119.36
14.01.2012,15,1088.832
14.01.2012,16,1119.614
14.01.2012,17,1297.44
14.01.2012,18,1424.64
14.01.2012,19,1322.88
14.01.2012,20,1170.24
14.01.2012,21,1193.136
14.01.2012,22,964.43
14.01.2012,23,941.28
14.01.2012,24,788.64
15.01.2012,1,508.8
15.01.2012,2,508.8
15.01.2012,3,577.488
15.01.2012,4,587.664
15.01.2012,5,636.0
15.01.2012,6,686.88
15.01.2012,7,697.056
15.01.2012,8,725.04
15.01.2012,9,839.52
15.01.2012,10,915.84
15.01.2012,11,992.16
15.01.2012,12,1017.6
15.01.2012,13,984.528
15.01.2012,14,1017.6
15.01.2012,15,1017.6
15.01.2012,16,1044.058
15.01.2012,17,1170.494
15.01.2012,18,1295.405
15.01.2012,19,1294.896
15.01.2012,20,1221.12
15.01.2012,21,1221.12
15.01.2012,22,1221.883
15.01.2012,23,1208.146
15.01.2012,24,1050.418
16.01.2012,1,972.61
16.01.2012,2,909.646
16.01.2012,3,844.635
16.01.2012,4,793.445
16.01.2012,5,819.04
16.01.2012,6,953.67
16.01.2012,7,1290.244
16.01.2012,8,1613.509
16.01.2012,9,1703.347
16.01.2012,10,1636.544
16.01.2012,11,1524.438
16.01.2012,12,1493.468
16.01.2012,13,1483.486
16.01.2012,14,1459.427
16.01.2012,15,1442.79
16.01.2012,16,1482.974
16.01.2012,17,1565.39
16.01.2012,18,1894.03
16.01.2012,19,1868.435
16.01.2012,20,1718.96
16.01.2012,21,1549.521
16.01.2012,22,1356.535
16.01.2012,23,1228.56
16.01.2012,24,998.205
17.01.2012,1,1051.65
17.01.2012,2,1026.0
17.01.2012,3,983.678
17.01.2012,4,919.809
17.01.2012,5,940.842
17.01.2012,6,994.451
17.01.2012,7,1177.335
17.01.2012,8,1551.825
17.01.2012,9,1601.586
17.01.2012,10,1556.699
17.01.2012,11,1511.555
17.01.2012,12,1462.05
17.01.2012,13,1436.4
17.01.2012,14,1385.1
17.01.2012,15,1347.907
17.01.2012,16,1347.651
17.01.2012,17,1411.519
17.01.2012,18,1620.311
17.01.2012,19,1821.15
17.01.2012,20,1641.6
17.01.2012,21,1432.553
17.01.2012,22,1256.85
17.01.2012,23,1179.9
17.01.2012,24,1077.3
18.01.2012,1,1022.2
18.01.2012,2,996.645
18.01.2012,3,971.09
18.01.2012,4,951.413
18.01.2012,5,946.557
18.01.2012,6,1034.978
18.01.2012,7,1149.975
18.01.2012,8,1456.635
18.01.2012,9,1456.635
18.01.2012,10,1405.525
18.01.2012,11,1324.26
18.01.2012,12,1252.195
18.01.2012,13,1202.363
18.01.2012,14,1170.163
18.01.2012,15,1175.53
18.01.2012,16,1201.085
18.01.2012,17,1252.195
18.01.2012,18,1405.525
18.01.2012,19,1410.38
18.01.2012,20,1275.706
18.01.2012,21,1149.975
18.01.2012,22,1022.2
18.01.2012,23,994.856
18.01.2012,24,887.781
19.01.2012,1,852.694
19.01.2012,2,784.61
19.01.2012,3,727.916
19.01.2012,4,718.804
19.01.2012,5,740.064
19.01.2012,6,858.768
19.01.2012,7,1074.663
19.01.2012,8,1341.43
19.01.2012,9,1389.013
19.01.2012,10,1370.03
19.01.2012,11,1340.165
19.01.2012,12,1319.41
19.01.2012,13,1270.309
19.01.2012,14,1234.116
19.01.2012,15,1180.205
19.01.2012,16,1148.062
19.01.2012,17,1178.94
19.01.2012,18,1366.74
19.01.2012,19,1375.852
19.01.2012,20,1189.57
19.01.2012,21,1195.138
19.01.2012,22,1123.258
19.01.2012,23,1084.787
19.01.2012,24,951.656
20.01.2012,1,763.95
20.01.2012,2,705.381
20.01.2012,3,626.439
20.01.2012,4,600.465
20.01.2012,5,626.694
20.01.2012,6,763.95
20.01.2012,7,1047.121
20.01.2012,8,1247.785
20.01.2012,9,1249.568
20.01.2012,10,1247.785
20.01.2012,11,1191.762
20.01.2012,12,1196.855
20.01.2012,13,1149.999
20.01.2012,14,1147.708
20.01.2012,15,1114.094
20.01.2012,16,1108.746
20.01.2012,17,1168.844
20.01.2012,18,1375.11
20.01.2012,19,1480.026
20.01.2012,20,1349.645
20.01.2012,21,1238.108
20.01.2012,22,1147.708
20.01.2012,23,1082.517
20.01.2012,24,929.218
21.01.2012,1,916.74
21.01.2012,2,945.515
21.01.2012,3,918.013
21.01.2012,4,853.587
21.01.2012,5,840.345
21.01.2012,6,840.345
21.01.2012,7,805.458
21.01.2012,8,881.598
21.01.2012,9,909.101
21.01.2012,10,1018.6
21.01.2012,11,1026.749
21.01.2012,12,1037.699
21.01.2012,13,1013.507
21.01.2012,14,967.67
21.01.2012,15,939.659
21.01.2012,16,898.915
21.01.2012,17,910.374
21.01.2012,18,1026.494
21.01.2012,19,1084.045
21.01.2012,20,946.025
21.01.2012,21,874.977
21.01.2012,22,763.95
21.01.2012,23,779.229
21.01.2012,24,437.743
22.01.2012,1,0.255
22.01.2012,2,0.255
22.01.2012,3,0.255
22.01.2012,4,0.255
22.01.2012,5,0.255
22.01.2012,6,0.255
22.01.2012,7,0.255
22.01.2012,8,0.255
22.01.2012,9,224.856
22.01.2012,10,528.908
22.01.2012,11,687.81
22.01.2012,12,846.711
22.01.2012,13,814.371
22.01.2012,14,715.057
22.01.2012,15,597.409
22.01.2012,16,604.794
22.01.2012,17,752.745
22.01.2012,18,1069.021
22.01.2012,19,1180.048
22.01.2012,20,1166.297
22.01.2012,21,1070.294
22.01.2012,22,993.135
22.01.2012,23,1018.6
22.01.2012,24,854.096
23.01.2012,1,777.738
23.01.2012,2,726.785
23.01.2012,3,660.621
23.01.2012,4,614.738
23.01.2012,5,614.738
23.01.2012,6,729.32
23.01.2012,7,1112.105
23.01.2012,8,1387.152
23.01.2012,9,1356.225
23.01.2012,10,1318.2
23.01.2012,11,1292.85
23.01.2012,12,1292.85
23.01.2012,13,1288.794
23.01.2012,14,1247.727
23.01.2012,15,1233.278
23.01.2012,16,1221.363
23.01.2012,17,1252.29
23.01.2012,18,1480.44
23.01.2012,19,1546.35
23.01.2012,20,1391.715
23.01.2012,21,1341.015
23.01.2012,22,1189.169
23.01.2012,23,1093.346
23.01.2012,24,912.6
24.01.2012,1,1028.747
24.01.2012,2,991.126
24.01.2012,3,932.406
24.01.2012,4,915.12
24.01.2012,5,926.305
24.01.2012,6,946.387
24.01.2012,7,1171.354
24.01.2012,8,1395.05
24.01.2012,9,1406.234
24.01.2012,10,1374.968
24.01.2012,11,1347.26
24.01.2012,12,1321.84
24.01.2012,13,1284.727
24.01.2012,14,1245.58
24.01.2012,15,1233.378
24.01.2012,16,1201.349
24.01.2012,17,1275.321
24.01.2012,18,1474.36
24.01.2012,19,1601.968
24.01.2012,20,1448.686
24.01.2012,21,1260.069
24.01.2012,22,1143.9
24.01.2012,23,1143.9
24.01.2012,24,1019.088
25.01.2012,1,1083.553
25.01.2012,2,1031.291
25.01.2012,3,1025.963
25.01.2012,4,981.312
25.01.2012,5,997.041
25.01.2012,6,1060.466
25.01.2012,7,1168.796
25.01.2012,8,1495.815
25.01.2012,9,1492.01
25.01.2012,10,1446.597
25.01.2012,11,1360.847
25.01.2012,12,1319.24
25.01.2012,13,1293.87
25.01.2012,14,1266.978
25.01.2012,15,1244.906
25.01.2012,16,1244.652
25.01.2012,17,1368.965
25.01.2012,18,1535.392
25.01.2012,19,1570.91
25.01.2012,20,1397.38
25.01.2012,21,1262.158
25.01.2012,22,1111.967
25.01.2012,23,1122.115
25.01.2012,24,1015.307
26.01.2012,1,1045.251
26.01.2012,2,977.954
26.01.2012,3,936.366
26.01.2012,4,878.394
26.01.2012,5,833.277
26.01.2012,6,956.53
26.01.2012,7,1097.678
26.01.2012,8,1387.787
26.01.2012,9,1386.275
26.01.2012,10,1310.66
26.01.2012,11,1218.662
26.01.2012,12,1159.43
26.01.2012,13,1131.704
26.01.2012,14,1076.254
26.01.2012,15,1058.61
26.01.2012,16,1060.626
26.01.2012,17,1110.028
26.01.2012,18,1355.525
26.01.2012,19,1433.156
26.01.2012,20,1228.24
26.01.2012,21,1177.578
26.01.2012,22,1088.856
26.01.2012,23,1044.243
26.01.2012,24,982.995
27.01.2012,1,976.769
27.01.2012,2,942.809
27.01.2012,3,895.266
27.01.2012,4,860.049
27.01.2012,5,879.922
27.01.2012,6,997.396
27.01.2012,7,1152.854
27.01.2012,8,1361.64
27.01.2012,9,1444.4
27.01.2012,10,1406.919
27.01.2012,11,1345.793
27.01.2012,12,1259.511
27.01.2012,13,1257.75
27.01.2012,14,1225.049
27.01.2012,15,1185.052
27.01.2012,16,1182.285
27.01.2012,17,1261.775
27.01.2012,18,1484.145
27.01.2012,19,1601.367
27.01.2012,20,1476.095
27.01.2012,21,1317.87
27.01.2012,22,1158.136
27.01.2012,23,1163.167
27.01.2012,24,1056.51
28.01.2012,1,1045.442
28.01.2012,2,1020.538
28.01.2012,3,966.958
28.01.2012,4,893.254
28.01.2012,5,905.077
28.01.2012,6,930.232
28.01.2012,7,973.499
28.01.2012,8,1081.665
28.01.2012,9,1131.975
28.01.2012,10,1245.173
28.01.2012,11,1287.936
28.01.2012,12,1285.169
28.01.2012,13,1276.113
28.01.2012,14,1225.3
28.01.2012,15,1175.996
28.01.2012,16,1172.223
28.01.2012,17,1226.306
28.01.2012,18,1383.525
28.01.2012,19,1509.3
28.01.2012,20,1340.007
28.01.2012,21,1188.825
28.01.2012,22,1096.003
28.01.2012,23,1081.665
28.01.2012,24,930.735
29.01.2012,1,929.98
29.01.2012,2,863.32
29.01.2012,3,855.27
29.01.2012,4,830.115
29.01.2012,5,780.057
29.01.2012,6,763.203
29.01.2012,7,739.054
29.01.2012,8,759.429
29.01.2012,9,880.173
29.01.2012,10,953.626
29.01.2012,11,1081.665
29.01.2012,12,1072.861
29.01.2012,13,1031.355
29.01.2012,14,948.092
29.01.2012,15,973.247
29.01.2012,16,963.688
29.01.2012,17,1037.895
29.01.2012,18,1251.964
29.01.2012,19,1370.948
29.01.2012,20,1298.753
29.01.2012,21,1207.44
29.01.2012,22,1106.82
29.01.2012,23,1081.665
29.01.2012,24,905.58
30.01.2012,1,952.238
30.01.2012,2,917.625
30.01.2012,3,851.683
30.01.2012,4,794.332
30.01.2012,5,855.978
30.01.2012,6,998.473
30.01.2012,7,1237.985
30.01.2012,8,1537.881
30.01.2012,9,1465.37
30.01.2012,10,1262.997
30.01.2012,11,1262.492
30.01.2012,12,1222.321
30.01.2012,13,1216.51
30.01.2012,14,1263.25
30.01.2012,15,1237.985
30.01.2012,16,1237.985
30.01.2012,17,1288.515
30.01.2012,18,1602.054
30.01.2012,19,1718.02
30.01.2012,20,1500.741
30.01.2012,21,1410.04
30.01.2012,22,1237.985
30.01.2012,23,1167.496
30.01.2012,24,1058.856
31.01.2012,1,1059.029
31.01.2012,2,1042.659
31.01.2012,3,1007.4
31.01.2012,4,957.03
31.01.2012,5,974.156
31.01.2012,6,1069.103
31.01.2012,7,1216.184
31.01.2012,8,1502.789
31.01.2012,9,1506.567
31.01.2012,10,1446.878
31.01.2012,11,1342.864
31.01.2012,12,1312.894
31.01.2012,13,1278.894
31.01.2012,14,1234.065
31.01.2012,15,1209.636
31.01.2012,16,1257.235
31.01.2012,17,1334.805
31.01.2012,18,1606.803
31.01.2012,19,1740.535
31.01.2012,20,1522.937
31.01.2012,21,1345.635
31.01.2012,22,1229.28
31.01.2012,23,1193.013
31.01.2012,24,1104.11
01.02.2012,1,1103.582
01.02.2012,2,1049.51
01.02.2012,3,1041.21
01.02.2012,4,1009.772
01.02.2012,5,1034.168
01.02.2012,6,1108.864
01.02.2012,7,1303.525
01.02.2012,8,1601.803
01.02.2012,9,1667.445
01.02.2012,10,1634.75
01.02.2012,11,1458.7
01.02.2012,12,1363.13
01.02.2012,13,1326.914
01.02.2012,14,1305.537
01.02.2012,15,1286.926
01.02.2012,16,1307.8
01.02.2012,17,1381.238
01.02.2012,18,1660.906
01.02.2012,19,1919.7
01.02.2012,20,1619.157
01.02.2012,21,1383.25
01.02.2012,22,1241.404
01.02.2012,23,1207.2
01.02.2012,24,1106.6
02.02.2012,1,1119.175
02.02.2012,2,1057.558
02.02.2012,3,1017.82
02.02.2012,4,1025.868
02.02.2012,5,1068.875
02.02.2012,6,1163.439
02.02.2012,7,1340.747
02.02.2012,8,1753.71
02.02.2012,9,1936.55
02.02.2012,10,1848.022
02.02.2012,11,1793.195
02.02.2012,12,1710.2
02.02.2012,13,1687.062
02.02.2012,14,1601.049
02.02.2012,15,1531.132
02.02.2012,16,1530.629
02.02.2012,17,1655.373
02.02.2012,18,2087.45
02.02.2012,19,2904.825
02.02.2012,20,2198.11
02.02.2012,21,1666.188
02.02.2012,22,1458.7
02.02.2012,23,1306.039
02.02.2012,24,1143.57
03.02.2012,1,1188.332
03.02.2012,2,1127.925
03.02.2012,3,1106.118
03.02.2012,4,1121.157
03.02.2012,5,1166.024
03.02.2012,6,1230.441
03.02.2012,7,1366.043
03.02.2012,8,2506.5
03.02.2012,9,3139.391
03.02.2012,10,2421.279
03.02.2012,11,2130.525
03.02.2012,12,1980.135
03.02.2012,13,1744.524
03.02.2012,14,1578.844
03.02.2012,15,1499.89
03.02.2012,16,1577.842
03.02.2012,17,1554.03
03.02.2012,18,2106.212
03.02.2012,19,2991.508
03.02.2012,20,2466.396
03.02.2012,21,1781.871
03.02.2012,22,1433.718
03.02.2012,23,1275.809
03.02.2012,24,1110.129
04.02.2012,1,1278.315
04.02.2012,2,1209.888
04.02.2012,3,1175.047
04.02.2012,4,1126.672
04.02.2012,5,1090.829
04.02.2012,6,1098.348
04.02.2012,7,1218.911
04.02.2012,8,1247.736
04.02.2012,9,1373.311
04.02.2012,10,1497.383
04.02.2012,11,1528.965
04.02.2012,12,1468.558
04.02.2012,13,1418.428
04.02.2012,14,1346.993
04.02.2012,15,1290.096
04.02.2012,16,1306.889
04.02.2012,17,1420.434
04.02.2012,18,1780.618
04.02.2012,19,1935.018
04.02.2012,20,1715.699
04.02.2012,21,1428.705
04.02.2012,22,1278.816
04.02.2012,23,1300.372
04.02.2012,24,1208.885
05.02.2012,1,1065.263
05.02.2012,2,955.979
05.02.2012,3,952.47
05.02.2012,4,982.297
05.02.2012,5,968.762
05.02.2012,6,962.496
05.02.2012,7,931.165
05.02.2012,8,980.042
05.02.2012,9,1022.151
05.02.2012,10,1080.051
05.02.2012,11,1213.146
05.02.2012,12,1244.477
05.02.2012,13,1125.168
05.02.2012,14,1072.531
05.02.2012,15,1026.161
05.02.2012,16,1077.795
05.02.2012,17,1168.28
05.02.2012,18,1494.626
05.02.2012,19,1720.211
05.02.2012,20,1535.482
05.02.2012,21,1328.194
05.02.2012,22,1197.355
05.02.2012,23,1236.958
05.02.2012,24,1117.648
06.02.2012,1,1099.15
06.02.2012,2,1074.175
06.02.2012,3,1047.951
06.02.2012,4,1041.208
06.02.2012,5,1072.427
06.02.2012,6,1201.298
06.02.2012,7,1873.125
06.02.2012,8,2967.779
06.02.2012,9,3224.023
06.02.2012,10,2848.649
06.02.2012,11,2497.5
06.02.2012,12,2397.6
06.02.2012,13,2148.35
06.02.2012,14,2019.479
06.02.2012,15,1996.751
06.02.2012,16,2497.5
06.02.2012,17,2497.5
06.02.2012,18,3428.818
06.02.2012,19,4042.454
06.02.2012,20,3308.189
06.02.2012,21,2997.0
06.02.2012,22,1569.929
06.02.2012,23,1484.764
06.02.2012,24,1298.7
07.02.2012,1,1325.265
07.02.2012,2,1182.737
07.02.2012,3,1168.484
07.02.2012,4,1124.225
07.02.2012,5,1157.982
07.02.2012,6,1230.246
07.02.2012,7,1525.305
07.02.2012,8,2775.555
07.02.2012,9,3300.66
07.02.2012,10,3131.876
07.02.2012,11,2912.332
07.02.2012,12,2625.525
07.02.2012,13,2181.686
07.02.2012,14,2099.42
07.02.2012,15,1982.146
07.02.2012,16,1940.888
07.02.2012,17,2121.924
07.02.2012,18,2625.525
07.02.2012,19,3375.675
07.02.2012,20,2479.496
07.02.2012,21,2375.475
07.02.2012,22,1539.808
07.02.2012,23,1387.778
07.02.2012,24,1227.245
08.02.2012,1,1280.424
08.02.2012,2,1248.432
08.02.2012,3,1188.664
08.02.2012,4,1207.016
08.02.2012,5,1198.336
08.02.2012,6,1240.0
08.02.2012,7,1834.952
08.02.2012,8,3248.8
08.02.2012,9,2955.664
08.02.2012,10,2752.056
08.02.2012,11,2473.056
08.02.2012,12,2448.504
08.02.2012,13,2402.376
08.02.2012,14,2256.8
08.02.2012,15,2043.52
08.02.2012,16,2232.0
08.02.2012,17,2359.224
08.02.2012,18,3393.384
08.02.2012,19,4216.0
08.02.2012,20,3550.368
08.02.2012,21,2863.656
08.02.2012,22,1955.728
08.02.2012,23,1785.104
08.02.2012,24,1314.4
09.02.2012,1,1246.252
09.02.2012,2,1250.998
09.02.2012,3,1199.04
09.02.2012,4,1159.322
09.02.2012,5,1188.798
09.02.2012,6,1230.015
09.02.2012,7,1761.59
09.02.2012,8,3247.4
09.02.2012,9,3497.2
09.02.2012,10,2916.915
09.02.2012,11,2722.82
09.02.2012,12,2559.701
09.02.2012,13,2403.825
09.02.2012,14,2522.98
09.02.2012,15,2323.14
09.02.2012,16,2398.08
09.02.2012,17,2622.9
09.02.2012,18,3571.64
09.02.2012,19,3786.968
09.02.2012,20,3747.0
09.02.2012,21,2997.6
09.02.2012,22,2218.224
09.02.2012,23,1724.12
09.02.2012,24,1369.653
10.02.2012,1,1219.575
10.02.2012,2,1112.262
10.02.2012,3,1087.518
10.02.2012,4,1085.75
10.02.2012,5,1104.435
10.02.2012,6,1165.793
10.02.2012,7,1641.25
10.02.2012,8,3535.0
10.02.2012,9,3216.85
10.02.2012,10,3203.72
10.02.2012,11,2949.958
10.02.2012,12,2596.458
10.02.2012,13,2378.045
10.02.2012,14,1979.6
10.02.2012,15,1805.375
10.02.2012,16,1767.5
10.02.2012,17,1969.5
10.02.2012,18,3116.86
10.02.2012,19,4125.85
10.02.2012,20,3264.572
10.02.2012,21,2398.75
10.02.2012,22,1767.5
10.02.2012,23,1565.5
10.02.2012,24,1260.733
11.02.2012,1,1222.1
11.02.2012,2,1162.762
11.02.2012,3,1138.775
11.02.2012,4,1136.25
11.02.2012,5,1136.25
11.02.2012,6,1120.848
11.02.2012,7,1126.15
11.02.2012,8,1169.58
11.02.2012,9,1247.603
11.02.2012,10,1396.325
11.02.2012,11,1423.848
11.02.2012,12,1337.998
11.02.2012,13,1325.373
11.02.2012,14,1243.563
11.02.2012,15,1174.125
11.02.2012,16,1169.58
11.02.2012,17,1324.363
11.02.2012,18,1780.378
11.02.2012,19,2255.835
11.02.2012,20,1843.503
11.02.2012,21,1445.815
11.02.2012,22,1249.37
11.02.2012,23,1219.575
11.02.2012,24,1108.475
12.02.2012,1,1060.5
12.02.2012,2,993.083
12.02.2012,3,997.375
12.02.2012,4,957.733
12.02.2012,5,956.723
12.02.2012,6,948.643
12.02.2012,7,919.605
12.02.2012,8,910.515
12.02.2012,9,907.233
