Den,Hodina,Marginální cena ČR (Kč/MWh)
2022-01-01,1,1244.243
2022-01-01,2,1027.464
2022-01-01,3,1074.449
2022-01-01,4,1130.136
2022-01-01,5,936.476
2022-01-01,6,986.942
2022-01-01,7,1009.067
2022-01-01,8,1075.444
2022-01-01,9,1234.548
2022-01-01,10,1741.443
2022-01-01,11,1908.999
2022-01-01,12,2090.726
2022-01-01,13,2355.236
2022-01-01,14,2406.448
2022-01-01,15,2415.646
2022-01-01,16,2510.86
2022-01-01,17,3147.276
2022-01-01,18,3728.254
2022-01-01,19,3637.764
2022-01-01,20,3487.361
2022-01-01,21,3029.937
2022-01-01,22,2550.885
2022-01-01,23,2422.856
2022-01-01,24,2117.078
2022-01-02,1,1419.009
2022-01-02,2,1307.387
2022-01-02,3,1217.394
2022-01-02,4,868.608
2022-01-02,5,734.862
2022-01-02,6,844.494
2022-01-02,7,858.167
2022-01-02,8,1039.148
2022-01-02,9,1216.897
2022-01-02,10,1491.849
2022-01-02,11,1742.437
2022-01-02,12,1647.224
2022-01-02,13,1604.464
2022-01-02,14,1167.426
2022-01-02,15,1620.623
2022-01-02,16,2015.897
2022-01-02,17,2199.116
2022-01-02,18,2371.644
2022-01-02,19,2155.611
2022-01-02,20,1782.959
2022-01-02,21,1410.308
2022-01-02,22,1147.538
2022-01-02,23,1150.769
2022-01-02,24,818.64
2022-01-03,1,518.49
2022-01-03,2,240.754
2022-01-03,3,240.754
2022-01-03,4,175.477
2022-01-03,5,223.132
2022-01-03,6,380.739
2022-01-03,7,1985.6
2022-01-03,8,2543.554
2022-01-03,9,3263.085
2022-01-03,10,3363.855
2022-01-03,11,2667.157
2022-01-03,12,2732.186
2022-01-03,13,2972.94
2022-01-03,14,2903.94
2022-01-03,15,2769.167
2022-01-03,16,2764.7
2022-01-03,17,3090.338
2022-01-03,18,3685.522
2022-01-03,19,3425.16
2022-01-03,20,2919.825
2022-01-03,21,2921.562
2022-01-03,22,2381.479
2022-01-03,23,2622.978
2022-01-03,24,2364.353
2022-01-04,1,2566.575
2022-01-04,2,2679.683
2022-01-04,3,2621.52
2022-01-04,4,2559.398
2022-01-04,5,2542.072
2022-01-04,6,2827.193
